,№ п/п,Наименование / ФИО,Категория,ОГРН,ИНН,Регион,Город,Дата включения в реестр,Наличие лицензий,"Наличие заключенных договоров, контрактов","Производство инновационной, высокотехнологичной продукции",Среднесписочная численность работников за предшествующий календарный год,id,gainSum2019,gainSum2020,gainSum2021,gainSum2022,gainSum2023,longitude,latitude
82,5100,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МАШОПТТОРГ""",Малое предприятие,1023601580001,3663001942,36 - Воронежская область,г Воронеж,2017-10-08,Нет,Нет,Нет,17.0,1778200,406950.0,365397.0,688247.0,808204.0,1047281.0,39.191048,51.681255
83,5111,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕЖХОЗЯЙСТВЕННАЯ СТРОИТЕЛЬНАЯ ОРГАНИЗАЦИЯ ""КОМСОМОЛЬСКАЯ""",Малое предприятие,1022101830288,2108002261,21 - Чувашская Республика - Чувашия,,2017-10-08,Нет,Нет,Нет,11.0,5331882,14610.0,6217.0,0.0,,24395.0,47.53941,55.26268
84,5118,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕХЗАВОД""",Малое предприятие,1107847380520,7710478789,77 - г.Москва,,2020-10-08,Нет,Нет,Нет,14.0,3985184,159404.0,133189.0,156494.0,172025.0,186438.0,37.623688,55.708755
86,5133,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОГОЙТУЙСКАЯ МСО""",Малое предприятие,1028002329926,8003021109,75 - Забайкальский край,,2017-10-08,Нет,Нет,Нет,15.0,7081597,8782.0,7140.0,8297.0,7966.0,9396.0,114.54024,51.111137
87,5134,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОЖГИНСКОЕ СТРОИТЕЛЬНОЕ ОБЪЕДИНЕНИЕ""",Среднее предприятие,1021801125290,1830000270,18 - Удмуртская Республика,г Можга,2023-10-07,Да,Нет,Нет,220.0,576630,441410.0,490196.0,418755.0,432226.0,316699.0,52.215885,56.442856
88,5135,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОЗДОКСКАЯ ПЕРЕДВИЖНАЯ МЕХАНИЗИРОВАННАЯ КОЛОННА №3""",Малое предприятие,1021500919549,1510008048,15 - Республика Северная Осетия - Алания,г Моздок,2017-10-08,Да,Нет,Нет,50.0,6737252,201343.0,88450.0,103870.0,193524.0,89893.0,44.641926,43.747368
89,5140,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОНОЛИТ""",Малое предприятие,1025003519023,5029022704,50 - Московская область,г Мытищи,2023-10-12,Нет,Нет,Нет,12.0,5883825,110913.0,53297.0,187792.0,34633.0,45489.0,37.71863,55.90775
90,5143,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОНОЛИТСТРОЙ""",Среднее предприятие,1027809200627,7830001839,78 - г.Санкт-Петербург,,2018-10-08,Да,Нет,Нет,13.0,7050133,1259045.0,1286011.0,1662343.0,978274.0,1076840.0,30.29725,59.913265
91,5153,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСОБЛСЕЛЬСТРОЙ-18""",Малое предприятие,1025000844329,5004000089,50 - Московская область,г Волоколамск,2020-10-12,Нет,Нет,Нет,24.0,5945762,43885.0,28729.0,23494.0,24407.0,22694.0,35.957413,56.034695
92,5156,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСОБЛСТРОЙ №5""",Малое предприятие,1025000922176,5005001110,50 - Московская область,,2017-10-08,Да,Нет,Нет,37.0,5949391,58510.0,37068.0,59037.0,55255.0,91728.0,38.6573,55.32348
93,5159,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСПРОМСТРОЙИНЖИНИРИНГ""",Малое предприятие,1027739018944,7704040517,77 - г.Москва,,2021-10-03,Нет,Нет,Нет,17.0,4411704,198899.0,1198565.0,1098249.0,330035.0,1246657.0,37.6586,55.761635
95,5163,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСТИНЖСТРОЙ""",Малое предприятие,1037739835726,7709502155,50 - Московская область,г Мытищи,2018-10-08,Нет,Нет,Нет,19.0,6662557,125646.0,102642.0,59088.0,116564.0,100202.0,37.71863,55.90775
96,5168,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МР-ЦЕНТР""",Малое предприятие,1227700524831,9715426146,77 - г.Москва,,2023-10-07,Нет,Нет,Нет,1.0,11928206,,,,313184.0,1717371.0,,
97,5170,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МУСЛЮМОВСКАЯ МСО""",Малое предприятие,1041634600193,1629003431,16 - Республика Татарстан (Татарстан),,2017-10-08,Нет,Нет,Нет,52.0,3148373,43040.0,45985.0,32679.0,31074.0,64277.0,51.811455,55.64164
98,5174,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННАЯ ФИРМА ""СКАД""",Малое предприятие,1027739121563,7726065829,77 - г.Москва,,2017-10-08,Да,Нет,Нет,66.0,6680818,441104.0,295518.0,304823.0,265331.0,97619.0,37.616383,55.644405
99,5181,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НВБ ЭНЕРГИЯ""",Малое предприятие,1107746029379,7719741321,77 - г.Москва,,2017-10-08,Да,Нет,Нет,66.0,2351152,630226.0,1169019.0,304886.0,1089389.0,1227501.0,37.420197,55.733273
100,5184,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ПРОЕКТ""",Малое предприятие,1027801564196,7802148357,78 - г.Санкт-Петербург,,2017-10-08,Да,Нет,Нет,50.0,6498776,727461.0,451530.0,290627.0,531607.0,731812.0,30.295506,59.921696
102,5195,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НИИПРОМ""",Малое предприятие,1127746056404,7718874505,77 - г.Москва,,2017-10-08,Да,Нет,Нет,44.0,2397798,212121.0,140531.0,339959.0,254038.0,2242269.0,37.756973,55.686058
104,5200,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НОВАЯ ТЕХНОЛОГИЯ""",Малое предприятие,1137232063100,7202255830,72 - Тюменская область,г Тюмень,2017-10-08,Да,Нет,Нет,98.0,8186621,138036.0,561894.0,258303.0,211486.0,764552.0,65.5169,57.14979
106,5212,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НОРДГРАД""",Малое предприятие,1089847395791,7813427641,78 - г.Санкт-Петербург,,2017-10-08,Да,Нет,Нет,85.0,5042352,418203.0,1052497.0,1395557.0,578410.0,390496.0,30.29725,59.913265
108,5222,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОРДЕНА ТРУДОВОГО КРАСНОГО ЗНАМЕНИ ТРЕСТ ""СПЕЦГИДРОЭНЕРГОМОНТАЖ""",Малое предприятие,1027809192344,7815014022,78 - г.Санкт-Петербург,,2018-10-08,Да,Нет,Нет,9.0,7048578,198072.0,165249.0,177749.0,17176.0,13180.0,30.3621,59.946827
109,5227,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОРЛАН""",Малое предприятие,1181690091263,1655409759,16 - Республика Татарстан (Татарстан),г Казань,2018-10-12,Нет,Нет,Нет,15.0,10839026,,40242.0,406440.0,228709.0,3456.0,49.12403,55.7987
111,5241,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПЕРЕДВИЖНАЯ МЕХАНИЗИРОВАННАЯ КОЛОННА № 8""",Среднее предприятие,1022102832146,2115000346,21 - Чувашская Республика - Чувашия,г Цивильск,2017-10-08,Да,Нет,Нет,123.0,5280188,705107.0,505158.0,1134770.0,1108802.0,2548445.0,47.461723,55.860554
112,5243,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПЕТРОС""",Малое предприятие,1037835001038,7816131635,78 - г.Санкт-Петербург,,2017-10-08,Да,Нет,Нет,48.0,4915790,617412.0,748661.0,443459.0,903112.0,1637702.0,30.365017,59.884026
114,5253,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПОГРАНИЧНАЯ МЕЖХОЗЯЙСТВЕННАЯ ПЕРЕДВИЖНАЯ МЕХАНИЗИРОВАННАЯ КОЛОННА""",Малое предприятие,1032501180810,2525003164,25 - Приморский край,,2017-10-08,Да,Нет,Нет,35.0,5733479,102789.0,89633.0,230345.0,76881.0,7130.0,131.9565,43.791794
115,5255,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПОДРЯДЧИК""",Малое предприятие,1086316006589,6316135260,63 - Самарская область,г Самара,2017-10-08,Да,Нет,Нет,9.0,5662996,,17958.0,0.0,0.0,7948.0,50.14273,53.204678
116,5267,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРИОРИТЕТ-СТРОЙ ИНЖИНИРИНГ""",Среднее предприятие,1147746714070,7714938405,50 - Московская область,г Красногорск,2017-10-08,Да,Нет,Нет,56.0,8609570,764771.0,810488.0,454500.0,1113226.0,736098.0,37.300095,55.830166
117,5283,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОКОНС""",Малое предприятие,1037715032827,7715278180,77 - г.Москва,,2022-10-07,Да,Нет,Нет,,2760036,6093294.0,1787267.0,145016.0,0.0,,37.263103,55.6736
118,5286,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОМИНДУСТРИЯ АГ""",Малое предприятие,1027739533227,7706194960,77 - г.Москва,,2020-10-08,Да,Нет,Нет,37.0,4315526,299887.0,331904.0,273802.0,151548.0,165834.0,37.414753,55.65519
119,5288,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОММОНОЛИТ""",Среднее предприятие,1037843057724,7803058547,78 - г.Санкт-Петербург,,2021-10-11,Да,Нет,Нет,0.0,6384558,1310949.0,74150.0,31078.0,10249.0,1457.0,30.477071,59.879421
120,5292,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОМСТРОЙСЕРВИС""",Малое предприятие,1080603000180,603282806,77 - г.Москва,,2021-10-07,Да,Нет,Нет,50.0,2656019,1931829.0,687378.0,1174701.0,1734798.0,1645073.0,37.66293,55.734707
121,5293,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОМСТРОЙТЕХНО-ИНВЕСТ""",Малое предприятие,1037739271140,7709211195,77 - г.Москва,,2020-10-08,Да,Нет,Нет,3.0,6490769,1139821.0,189598.0,38331.0,20153.0,18453.0,37.66441,55.7058
122,5300,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОФИСТРОЙ""",Малое предприятие,1154401001677,4401159638,44 - Костромская область,г Кострома,2017-10-08,Да,Нет,Нет,40.0,9108182,26168.0,91384.0,94097.0,195380.0,131786.0,40.963436,57.758297
123,5302,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПТИЦЕСТРОЙ""",Малое предприятие,1023902299277,3917000617,39 - Калининградская область,,2022-10-02,Нет,Нет,Нет,16.0,5783466,80764.0,19810.0,34526.0,40484.0,3387.0,20.593227,54.77788
124,5304,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПУСК""",Малое предприятие,1056605287562,6674164790,66 - Свердловская область,г Екатеринбург,2017-10-08,Да,Нет,Нет,89.0,2511993,136996.0,350704.0,280033.0,188772.0,633419.0,60.60932,56.78366
126,5313,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕГИОНСТРОЙ""",Малое предприятие,1020300795602,317002279,03 - Республика Бурятия,г Северобайкальск,2017-10-08,Да,Нет,Нет,4.0,6693745,253431.0,191508.0,10685.0,28094.0,233231.0,106.656364,52.053635
127,5317,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕМОНТ ТОННЕЛЕЙ И МОСТОВ""",Малое предприятие,1147746707712,7714938300,77 - г.Москва,,2017-10-08,Да,Нет,Нет,38.0,8582853,293261.0,160918.0,141167.0,67079.0,375670.0,37.554268,55.7826
128,5319,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕМОНТНО-СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ № 10""",Малое предприятие,1021603463727,1659002192,16 - Республика Татарстан (Татарстан),г Казань,2017-10-08,Нет,Нет,Нет,29.0,6721645,33022.0,74470.0,64989.0,49585.0,61613.0,49.182186,55.76715
129,5323,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕМСТРОЙ-АЛЕКСС""",Среднее предприятие,1037739062756,7713161050,77 - г.Москва,,2017-10-08,Да,Нет,Нет,167.0,5261131,802105.0,987782.0,1433927.0,1161266.0,1305119.0,37.6586,55.761635
130,5328,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕМСТРОЙЦЕНТР""",Малое предприятие,1032501284100,2536131136,25 - Приморский край,г Владивосток,2018-10-08,Нет,Нет,Нет,72.0,6493894,634043.0,301915.0,167281.0,84397.0,69982.0,131.88884,43.12332
131,5330,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕНЕССАНС АКТИВ""",Среднее предприятие,1132543012040,2543028394,25 - Приморский край,г Владивосток,2017-10-08,Да,Нет,Нет,2.0,7948558,79181.0,146758.0,27840.0,12758.0,47654.0,131.8852,43.11725
133,5351,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РСУ КУРОРТА""",Малое предприятие,1192225031283,2203003875,22 - Алтайский край,г Белокуриха,2020-10-08,Нет,Нет,Нет,43.0,11130070,19078.0,39907.0,57983.0,94743.0,154804.0,85.152276,52.516736
134,5358,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РУССТРОЙКОМПЛЕКТ""",Малое предприятие,1217700502755,9701187346,77 - г.Москва,,2021-10-11,Нет,Нет,Нет,17.0,11696627,,,,271827.0,350628.0,,
135,5375,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""САТУРН""",Малое предприятие,1023202135494,3207001905,32 - Брянская область,,2017-10-08,Нет,Нет,Нет,90.0,5670950,45043.0,61112.0,73347.0,107802.0,86576.0,34.27849,53.314793
136,5380,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СВС-ЭМ""",Среднее предприятие,1117746809245,7728786311,77 - г.Москва,,2017-10-08,Да,Нет,Нет,112.0,755019,351087.0,273541.0,179559.0,710015.0,237814.0,37.605785,55.659355
137,5386,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕВЕРЭКСКАВАЦИЯ""",Малое предприятие,1028301648540,8300003864,83 - Ненецкий автономный округ,,2017-10-08,Да,Нет,Нет,6.0,4032503,353976.0,151048.0,39609.0,106337.0,47945.0,52.99894,67.64052
141,5422,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМАРТ СИСТЕМС""",Малое предприятие,1217700643940,9722013742,47 - Ленинградская область,г Всеволожск,2022-10-01,Нет,Нет,Нет,2.0,11746675,,,,421097.0,1350803.0,,
142,5424,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМОЛСТРОМ-СЕРВИС""",Среднее предприятие,1026701439907,6731028404,67 - Смоленская область,г Смоленск,2017-10-08,Нет,Нет,Нет,41.0,3155801,1059285.0,1490781.0,1204445.0,1154815.0,1862621.0,32.047268,54.76772
143,5425,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМП-1""",Малое предприятие,1035009351002,5046048999,77 - г.Москва,г Троицк,2017-10-08,Да,Нет,Нет,44.0,5958193,258859.0,281400.0,690631.0,147421.0,96051.0,37.464904,55.573439
144,5426,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМП-280""",Среднее предприятие,1027200818920,7203047511,72 - Тюменская область,г Тюмень,2017-10-08,Да,Нет,Нет,58.0,4213702,155576.0,214586.0,383952.0,249456.0,483423.0,65.5169,57.14979
145,5427,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМУ -25""",Малое предприятие,1022800762511,2809000390,28 - Амурская область,г Шимановск,2017-10-08,Да,Нет,Нет,45.0,6795863,54054.0,52624.0,57831.0,97704.0,128580.0,128.13425,51.368725
146,5432,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМУ-ДОНАЭРОДОРСТРОЙ""",Малое предприятие,1036163013710,6163068567,61 - Ростовская область,г Ростов-на-Дону,2017-10-08,Да,Нет,Нет,68.0,6121025,521214.0,1164664.0,553093.0,1107443.0,503787.0,39.72794,47.232028
148,5448,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦГАЗМОНТАЖ-ПОДВОДСТРОЙ""",Малое предприятие,1186658094116,6658521941,66 - Свердловская область,г Екатеринбург,2021-10-09,Да,Нет,Нет,242.0,10882933,72448.0,3077.0,280494.0,1414947.0,456362.0,60.578487,56.841537
149,5454,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННОЕ ОТДЕЛОЧНОЕ УПРАВЛЕНИЕ № 2""",Малое предприятие,1027700401596,7702020219,77 - г.Москва,,2021-10-03,Да,Нет,Нет,57.0,2474,143475.0,152475.0,168575.0,159182.0,155649.0,37.642014,55.784634
150,5456,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННОЕ УПРАВЛЕНИЕ ИНЖЕНЕРНЫХ РАБОТ""",Малое предприятие,1127746711300,7701969903,77 - г.Москва,,2017-10-08,Нет,Нет,Нет,51.0,7365735,254071.0,396088.0,353503.0,430469.0,525812.0,37.6586,55.761635
151,5465,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ВИКТОРИЯ ДЕВЕЛОПМЕНТ""",Малое предприятие,1125053003503,5053033231,50 - Московская область,г. Электросталь,2017-10-08,Нет,Нет,Нет,4.0,7577365,12783.0,0.0,,1328691.0,52772.0,38.436337,55.791946
152,5468,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ЕЙСК-ЭКС-ПОРТ""",Малое предприятие,1022301116144,2306000450,23 - Краснодарский край,г Ейск,2017-10-08,Да,Нет,Нет,50.0,6775319,217219.0,123188.0,118005.0,32335.0,58416.0,38.301617,46.68453
