,№ п/п,Наименование / ФИО,Категория,ОГРН,ИНН,Регион,Город,Дата включения в реестр,Наличие лицензий,"Наличие заключенных договоров, контрактов","Производство инновационной, высокотехнологичной продукции",Среднесписочная численность работников за предшествующий календарный год,id,gainSum2019,gainSum2020,gainSum2021,gainSum2022,gainSum2023,longitude,latitude
7917,434456,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМПЛЕКТСЕРВИС""",Среднее предприятие,1146234007952,6234132853,62 - Рязанская область,г Рязань,2016-01-08,Да,Нет,Нет,191.0,8596662,415588.0,654380.0,1024157.0,1616703.0,2372760.0,39.71181,54.62677
7918,434510,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМСЕРВИС""",Малое предприятие,1056414900563,6449018692,64 - Саратовская область,г Энгельс,2016-01-08,Нет,Нет,Нет,13.0,2350158,54953.0,28374.0,9084.0,555.0,16.0,46.131325,51.474323
7919,434516,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМСЕРВИС""",Малое предприятие,1175958051158,5902046644,59 - Пермский край,г Пермь,2018-10-01,Нет,Нет,Нет,23.0,10490085,209453.0,97104.0,17683.0,27024.0,31563.0,56.244885,58.010288
7921,434671,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМФОРТСЕРВИС""",Малое предприятие,1175835012000,5835124439,58 - Пензенская область,г Пенза,2017-10-08,Нет,Нет,Нет,17.0,10319156,127317.0,23202.0,63734.0,113411.0,110908.0,44.907104,53.2245
7922,434678,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМЭНЕРГО""",Малое предприятие,1147748012543,7724949276,50 - Московская область,г Подольск,2016-01-08,Нет,Нет,Нет,48.0,8998754,255784.0,421498.0,607782.0,368263.0,223007.0,37.546913,55.43018
7923,434683,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОН""",Малое предприятие,1041402059380,1435152748,14 - Республика Саха (Якутия),г Якутск,2016-01-08,Да,Нет,Нет,30.0,63448,145483.0,76370.0,84849.0,111427.0,321070.0,129.758642,62.03571
7924,434686,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОН""",Малое предприятие,1225400036300,5473005621,54 - Новосибирская область,г Искитим,2022-10-10,Нет,Нет,Нет,3.0,11938481,,,,231757.0,12140.0,,
7926,434837,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОНСТРУКЦИЯ""",Малое предприятие,1061901038814,1901076374,19 - Республика Хакасия,г Абакан,2016-01-08,Нет,Нет,Нет,19.0,6314696,17159.0,20977.0,64052.0,112420.0,146173.0,91.44329,53.736767
7927,434843,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОНСТРУКЦИЯ""",Малое предприятие,1219200003550,9200004288,92 - г.Севастополь,,2021-10-07,Да,Нет,Нет,59.0,11607607,,,156630.0,479096.0,370458.0,,
7928,434857,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОНСТРУКЦИЯ""",Малое предприятие,1116320030936,6321281611,63 - Самарская область,г Тольятти,2016-01-08,Да,Нет,Нет,39.0,1387177,215325.0,125389.0,217547.0,116050.0,178321.0,49.339176,53.547606
7929,434868,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОНТАКТ""",Малое предприятие,1072723001669,2723089646,27 - Хабаровский край,г Хабаровск,2016-01-08,Да,Нет,Нет,20.0,4140307,46728.0,100272.0,58225.0,71554.0,133181.0,135.10071,48.405617
7930,434986,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОНТРАКТ""",Малое предприятие,1116670004978,6670329659,66 - Свердловская область,г Екатеринбург,2016-01-08,Да,Нет,Нет,5.0,5143877,196728.0,221706.0,294625.0,252935.0,246995.0,60.639294,56.843575
7931,435015,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОНТРАКТ""",Малое предприятие,1026102196031,6149005237,61 - Ростовская область,г Миллерово,2016-01-08,Нет,Нет,Нет,12.0,6966524,74249.0,60821.0,19857.0,69183.0,57586.0,40.41499,48.92871
7933,435086,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОР""",Малое предприятие,1192225005191,2224196610,22 - Алтайский край,г Барнаул,2019-10-03,Нет,Нет,Нет,1.0,10925349,506341.0,221864.0,0.0,,,83.77641,53.358597
7934,435092,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОР""",Малое предприятие,1172724028817,2723197401,27 - Хабаровский край,г Хабаровск,2017-10-12,Нет,Нет,Нет,65.0,10433125,496038.0,574365.0,701127.0,878056.0,1176762.0,135.08447,48.478806
7935,435110,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОРПОРАЦИЯ""",Среднее предприятие,5157746047575,7718284143,78 - г.Санкт-Петербург,,2016-01-08,Да,Нет,Нет,55.0,9503609,605017.0,869048.0,1164209.0,1177493.0,1562363.0,30.35898,59.95366
7936,435142,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКРАФТ-М""",Малое предприятие,1207700500083,9725042124,77 - г.Москва,,2021-10-01,Нет,Нет,Нет,57.0,11478617,,,197416.0,536661.0,1152712.0,,
7937,435146,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКРАФТ""",Малое предприятие,1137448010215,7448163642,74 - Челябинская область,г Челябинск,2016-01-08,Нет,Нет,Нет,83.0,8119411,19867.0,46432.0,81018.0,102371.0,161977.0,61.400514,55.15606
7938,435170,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКРИТ""",Малое предприятие,1145476140413,5410788000,54 - Новосибирская область,г Новосибирск,2016-01-08,Нет,Нет,Нет,27.0,8936282,169513.0,172791.0,169632.0,109054.0,214850.0,82.95686,55.01924
7939,435234,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙЛАЙН""",Малое предприятие,1127746395897,7727779294,77 - г.Москва,,2016-01-08,Да,Нет,Нет,48.0,1811116,200060.0,115088.0,438902.0,322220.0,239230.0,37.56381,55.66832
7940,435235,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙЛАЙН""",Малое предприятие,1127326001571,7326041830,73 - Ульяновская область,г Ульяновск,2016-01-08,Нет,Нет,Нет,11.0,7433729,28731.0,38223.0,18140.0,31658.0,42608.0,48.332344,54.261986
7941,435243,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙЛАЙН""",Малое предприятие,1150521000332,521015888,05 - Республика Дагестан,,2016-01-08,Нет,Нет,Нет,11.0,9302048,206133.0,186201.0,236180.0,407865.0,520574.0,47.323105,42.43339
7943,435471,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙЛИДЕР""",Малое предприятие,1182468052018,2465186094,24 - Красноярский край,г Красноярск,2018-10-10,Нет,Нет,Нет,48.0,10780054,116686.0,136598.0,215468.0,156278.0,227041.0,92.95175,56.04714
7944,435499,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙЛИДЕР""",Малое предприятие,1071690026132,1655136011,16 - Республика Татарстан (Татарстан),г Казань,2016-01-08,Да,Нет,Нет,5.0,2616264,185745.0,66589.0,29248.0,3125.0,,49.10336,55.833813
7945,435529,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙЛИНИЯ""",Малое предприятие,1192536004253,2540249420,25 - Приморский край,г Владивосток,2019-10-03,Нет,Нет,Нет,12.0,10920549,111261.0,112892.0,98191.0,26265.0,22664.0,131.8852,43.11725
7947,435777,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМАГ""",Малое предприятие,1081690014779,1660111830,77 - г.Москва,,2023-10-07,Нет,Нет,Нет,9.0,3724878,3756.0,219600.0,2112223.0,498731.0,,49.12403,55.7987
7948,435958,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМАКСИМУМ""",Малое предприятие,1066167030137,6167086310,61 - Ростовская область,г Ростов-на-Дону,2016-01-08,Да,Нет,Нет,7.0,676497,32562.0,66340.0,118853.0,133828.0,42293.0,39.72794,47.232028
7949,435991,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМАРКА""",Малое предприятие,1123525005790,3525278033,35 - Вологодская область,г Вологда,2016-01-08,Нет,Нет,Нет,39.0,1903528,48687.0,84891.0,108031.0,151343.0,295449.0,39.885986,59.217236
7950,436004,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМАРКЕТ-ПЛЮС""",Малое предприятие,1033664508130,3627019937,36 - Воронежская область,г Воронеж,2016-01-08,Да,Нет,Нет,7.0,3909598,94879.0,73329.0,273637.0,171580.0,60138.0,39.191048,51.681255
7953,436133,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМАРКЕТ""",Среднее предприятие,1033664501001,3627019630,36 - Воронежская область,г Воронеж,2023-10-09,Да,Нет,Нет,249.0,3894731,187354.0,283068.0,400798.0,703699.0,480550.0,39.191048,51.681255
7954,436187,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМАСТЕР-Л""",Малое предприятие,1224800001084,4825148333,48 - Липецкая область,г Липецк,2022-10-02,Нет,Нет,Нет,3.0,11761067,,,,99850.0,,,
7955,436396,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМАСТЕР""",Малое предприятие,1092468031700,2462208409,24 - Красноярский край,г Красноярск,2016-01-08,Да,Нет,Нет,19.0,4325849,195814.0,75963.0,346963.0,557977.0,50629.0,92.879585,56.01609
7956,436512,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМАСТЕР""",Малое предприятие,1227700602381,9705178649,77 - г.Москва,,2022-10-10,Нет,Нет,Нет,30.0,11950643,,,,561247.0,,,
7957,436561,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМАСТЕРГРУПП""",Малое предприятие,1147746225901,7731466833,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,21.0,8398701,31494.0,29096.0,21954.0,26902.0,25170.0,37.6586,55.761635
7958,436708,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМАШСЕРВИС""",Малое предприятие,5087746287008,7705860061,77 - г.Москва,,2021-10-07,Нет,Нет,Нет,0.0,4667686,,,,,,37.710964,55.749504
7959,436829,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМЕТАЛЛГРУПП""",Среднее предприятие,1147746095144,7720803653,48 - Липецкая область,г Липецк,2016-01-08,Да,Нет,Нет,143.0,8332460,802171.0,764404.0,813413.0,486178.0,735986.0,39.60083,52.59709
7960,436906,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМЕХАНИЗАЦИЯ-С""",Малое предприятие,1176451021438,6451012698,64 - Саратовская область,г Саратов,2017-10-09,Да,Нет,Нет,90.0,10344665,160626.0,530903.0,302968.0,692795.0,561640.0,45.932625,51.493088
7961,436974,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМЕХСЕРВИС""",Малое предприятие,1020900507748,901046829,09 - Карачаево-Черкесская Республика,г Черкесск,2016-01-08,Да,Нет,Нет,18.0,176817,37484.0,23067.0,16501.0,25442.0,18682.0,42.054016,44.22635
7962,437132,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМИР""",Малое предприятие,1165476209535,5404049650,54 - Новосибирская область,г Новосибирск,2017-10-01,Нет,Нет,Нет,1.0,10040164,153665.0,39207.0,164581.0,23193.0,28943.0,82.97117,55.0493
7963,437142,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМИР""",Малое предприятие,1183525006488,3524016564,35 - Вологодская область,,2018-10-04,Нет,Нет,Нет,14.0,10572670,15953.0,17151.0,16484.0,13260.0,17135.0,37.971577,59.130127
7964,437176,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМИР""",Малое предприятие,1177746071227,7708309350,20 - Чеченская Республика,,2017-10-02,Нет,Нет,Нет,43.0,10082903,26026.0,21176.0,13712.0,11857538.0,11931988.0,37.605785,55.659355
7965,437234,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМОДУЛЬ""",Малое предприятие,1075503010021,5503112486,55 - Омская область,г Омск,2016-01-08,Да,Нет,Нет,17.0,5928899,23711.0,21084.0,36412.0,36177.0,57247.0,73.403114,55.0239
7966,437276,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМОНОЛИТ БАРНАУЛ""",Малое предприятие,1182225022627,2223624415,22 - Алтайский край,г Барнаул,2018-10-07,Да,Нет,Нет,8.0,10719601,125925.0,125858.0,193328.0,194542.0,128110.0,83.781456,53.337444
7967,437343,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМОНОЛИТ""",Малое предприятие,1185029015049,5047213290,50 - Московская область,г Королёв,2018-10-08,Нет,Нет,Нет,0.0,10752424,126059.0,29293.0,633516.0,0.0,0.0,37.80984,55.915817
7968,437385,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМОНОЛИТ""",Малое предприятие,1166313088700,6321408434,63 - Самарская область,г Тольятти,2016-01-08,Нет,Нет,Нет,11.0,9723393,15572.0,6103.0,15289.0,,,49.430504,53.518787
7969,437390,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМОНОЛИТ""",Малое предприятие,1142225003040,2225147060,22 - Алтайский край,г Барнаул,2016-01-08,Да,Нет,Нет,26.0,8392903,24631.0,158826.0,173098.0,237332.0,430946.0,83.781456,53.337444
7970,437409,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМОНОЛИТСЕРВИС""",Малое предприятие,1167746462036,7704356824,77 - г.Москва,,2016-01-08,Да,Нет,Нет,49.0,9754165,134107.0,58798.0,136355.0,342731.0,326780.0,37.569813,55.72403
7971,437430,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМОНТАЖ 2003""",Малое предприятие,1037739926498,7708506936,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,19.0,5128477,63269.0,61355.0,42875.0,36791.0,41285.0,37.776234,55.750225
7972,437434,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМОНТАЖ 21""",Малое предприятие,1144611000930,4634011987,46 - Курская область,,2016-01-08,Нет,Нет,Нет,54.0,8781856,85202.0,75668.0,170179.0,119462.0,131684.0,36.147877,51.67358
7973,437459,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМОНТАЖ ИНЖИНИРИНГ""",Среднее предприятие,1185053012858,5032296670,77 - г.Москва,,2018-10-07,Да,Нет,Нет,87.0,10707751,737947.0,1080017.0,1244463.0,1782433.0,1423370.0,37.263103,55.6736
7975,437541,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМОНТАЖ-Л""",Малое предприятие,1172375028869,2366000327,23 - Краснодарский край,ГОРОД СОЧИ,2017-10-05,Нет,Нет,Нет,77.0,10182193,135757.0,702163.0,90280.0,376133.0,935080.0,39.781624,43.5502
7977,437590,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМОНТАЖ-Т""",Малое предприятие,1147232005161,7204200297,72 - Тюменская область,г Тюмень,2016-01-08,Нет,Нет,Нет,2.0,8329629,609610.0,352317.0,28772.0,,,65.5169,57.14979
7978,437598,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМОНТАЖ-УРАЛ""",Малое предприятие,1186658048609,6686107429,66 - Свердловская область,г Екатеринбург,2018-10-07,Нет,Нет,Нет,35.0,10719914,87662.0,101268.0,37835.0,16285.0,0.0,60.624565,56.888893
7980,437718,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМОНТАЖ""",Малое предприятие,1023101647007,3123084870,31 - Белгородская область,г Белгород,2016-01-08,Нет,Нет,Нет,12.0,1093603,20054.0,29879.0,17530.0,12451.0,13890.0,36.586514,50.614616
