№ п/п,Наименование / ФИО,Категория,ОГРН,ИНН,Регион,Город,Дата включения в реестр,Наличие лицензий,"Наличие заключенных договоров, контрактов","Производство инновационной, высокотехнологичной продукции",Среднесписочная численность работников за предшествующий календарный год,gainSum2019,gainSum2020,gainSum2021,gainSum2022,gainSum2023
510342,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЖДСК ""ЭТАЛОН-Н""",Малое предприятие,1106674008484,6674354864,66 - Свердловская область,г Екатеринбург,2016-01-08,Нет,Нет,Нет,109.0,522017,474554,354293,754941,517960
510348,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЖИЛИЩНО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""КОМФОРТНОЕ ЖИЛЬЕ""",Малое предприятие,1121650004662,1650239510,16 - Республика Татарстан (Татарстан),г Набережные Челны,2016-01-08,Нет,Нет,Нет,29.0,148820,486092,758531,584040,383318
510423,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНВЕСТИЦИОННАЯ КОМПАНИЯ ""КПД-ИНВЕСТ""",Среднее предприятие,1052305764543,2310108390,23 - Краснодарский край,г Краснодар,2022-10-07,Нет,Нет,Нет,1.0,1222232,2379334,948713,10406,2967
510442,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНВЕСТИЦИОННАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ВЕРТИКАЛЬ""",Малое предприятие,1152225012653,2225162100,54 - Новосибирская область,г Новосибирск,2018-10-08,Нет,Нет,Нет,3.0,188331,170275,233393,129766,6056
510487,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""АВАНГАРД""",Малое предприятие,1135476123750,5406755724,54 - Новосибирская область,г Новосибирск,2016-01-08,Нет,Нет,Нет,9.0,34744,59248,90263,147183,163904
510522,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""МАГНУМ""",Малое предприятие,1055473046584,5408233106,54 - Новосибирская область,г Новосибирск,2016-01-08,Нет,Нет,Нет,30.0,48060,15811,38291,57768,69195
510533,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ОМЕГА""",Малое предприятие,1022402134094,2463059894,24 - Красноярский край,г Красноярск,2016-01-08,Да,Нет,Нет,54.0,527719,733213,630316,833226,1026924
510545,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""РУСИЧ""",Малое предприятие,1182225012914,2221238887,22 - Алтайский край,г Барнаул,2018-10-05,Нет,Нет,Нет,31.0,41511,129500,226577,195536,230905
510551,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""СОЮЗ""",Малое предприятие,1131447009088,1435268421,14 - Республика Саха (Якутия),г Якутск,2016-01-08,Нет,Нет,Нет,3.0,207502,151732,95654,36045,286338
510552,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""СОЮЗ""",Малое предприятие,1177847007161,7801326342,78 - г.Санкт-Петербург,,2017-10-02,Да,Нет,Нет,23.0,187056,65508,48015,24989,51089
510575,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНВЕСТИЦИОННО-СТРОИТЕЛЬНЫЙ КОНЦЕРН ""СОЗВЕЗДИЕ ЮГА""",Малое предприятие,1123444005134,3444195484,34 - Волгоградская область,г Волгоград,2016-01-08,Нет,Нет,Нет,36.0,213464,219982,267125,247299,146757
510580,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНВЕСТИЦИОННОЕ СТРОИТЕЛЬНО-ПРОЕКТНОЕ ОБЪЕДИНЕНИЕ ""КОСТРОМАГОРСТРОЙ""",Малое предприятие,1024400507669,4443022963,44 - Костромская область,г Кострома,2016-01-08,Нет,Нет,Нет,0.0,866,0,0,,23034
510588,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНЖЕНЕРНАЯ ГРУППА ""ЭЛИРС""",Малое предприятие,1036301062313,6382043082,63 - Самарская область,г Тольятти,2016-01-08,Да,Нет,Нет,39.0,81612,67182,125646,246555,362053
510610,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНЖЕНЕРНО-ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ ""СПЕЦСТРОЙ-ТЕХПРОМ-ЦЕНТР""",Малое предприятие,1165658072260,5614077572,56 - Оренбургская область,г Орск,2016-10-09,Да,Нет,Нет,19.0,31292,16773,24317,60381,72703
510623,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНЖЕНЕРНО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""МОНОЛИТ""",Малое предприятие,1137746193507,7724867200,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,29.0,58092,270275,463082,64873,100510
510638,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНЖЕНЕРНО-СТРОИТЕЛЬНАЯ ФИРМА ""СТРОИТЕЛЬНЫЙ ИНЖИНИРИНГ""",Малое предприятие,1024200679348,4207058036,42 - Кемеровская область,г Кемерово,2016-01-08,Нет,Нет,Нет,28.0,42594,35829,34676,41461,37057
510646,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНЖЕНЕРНО-ТЕХНИЧЕСКИЙ ЦЕНТР ""БЕЗОПАСНОСТЬ""",Малое предприятие,1081102004037,1102060924,11 - Республика Коми,г Ухта,2016-01-08,Нет,Нет,Нет,11.0,57740,59696,96306,82930,18489
510650,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНЖЕНЕРНЫЙ ЦЕНТР ""ПРОМИС""",Малое предприятие,1070278010472,278140402,02 - Республика Башкортостан,г Уфа,2016-01-08,Да,Нет,Нет,,,,,,
510658,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНЖИНИРИНГОВАЯ КОМПАНИЯ ""АРТ""",Малое предприятие,1027403888236,7453050154,74 - Челябинская область,г Челябинск,2016-01-08,Нет,Нет,Нет,20.0,148235,102126,205784,126388,185311
510674,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНЖИНИРИНГОВАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ОЛИМП""",Малое предприятие,1158617011662,8609019034,02 - Республика Башкортостан,г Уфа,2016-01-08,Нет,Нет,Нет,25.0,163206,163843,60488,66740,
510715,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИСК ""ПРОГРЕСС""",Среднее предприятие,1157746971601,9701016076,77 - г.Москва,,2021-10-07,Да,Нет,Нет,11.0,,,,,
510735,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КАПИТАЛ ЭКСПЕРТ НН,Малое предприятие,1185275024835,5258141848,52 - Нижегородская область,г Нижний Новгород,2018-10-05,Нет,Нет,Нет,91.0,0,90130,175374,212017,291439
510750,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КИРОВСКАЯ ""МОНТАЖНО-СТРОИТЕЛЬНАЯ ОРГАНИЗАЦИЯ""",Малое предприятие,1022500676582,2516000230,25 - Приморский край,,2016-01-08,Нет,Нет,Нет,20.0,28062,24605,4677,858,673
510753,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КЛИМАТИЧЕСКАЯ КОМПАНИЯ ""КОНВЕНТ-ПЛЮС""",Малое предприятие,1118603015255,8603185652,86 - Ханты-Мансийский автономный округ - Югра,г Нижневартовск,2016-01-08,Да,Нет,Нет,22.0,106968,148079,130325,281130,443169
510766,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКО- СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ЛЮДВИГ""",Малое предприятие,1021900697862,1903002145,19 - Республика Хакасия,г Абакан,2016-01-08,Нет,Нет,Нет,25.0,91557,55077,75003,388678,246989
510869,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОМПАНИЯ ""ОФИС-СТАЙЛ""",Малое предприятие,1051000065852,1001166459,10 - Республика Карелия,г Петрозаводск,2016-01-08,Да,Нет,Нет,20.0,70111,62756,65192,23068,10485
510875,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОМПАНИЯ ""ПРОЕКТСТРОЙ""",Малое предприятие,1135476135585,5406757457,54 - Новосибирская область,г Новосибирск,2016-01-08,Нет,Нет,Нет,26.0,211579,201343,250855,188144,247657
510910,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОМПАНИЯ ""СПЕЦСТРОЙМАШ""",Малое предприятие,1176658009494,6686090528,66 - Свердловская область,г Екатеринбург,2018-10-08,Да,Нет,Нет,46.0,246587,373947,235717,261122,716491
510923,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОМПАНИЯ ""СТРОЙКОМ+""",Малое предприятие,1141690003950,1633608550,16 - Республика Татарстан (Татарстан),,2016-01-08,Нет,Нет,Нет,20.0,33541,36578,35936,41476,56726
510929,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОМПАНИЯ ""СТРОЙСЕРВИС""",Малое предприятие,1072032000810,2005004443,20 - Чеченская Республика,г Гудермес,2017-10-08,Нет,Нет,Нет,29.0,895095,151019,666271,402619,341499
510954,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОМПАНИЯ ""ФОРТСТРОЙ""",Малое предприятие,1077604025399,7604115649,76 - Ярославская область,г Ярославль,2016-01-08,Да,Нет,Нет,55.0,121217,112834,71416,111056,132421
510957,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОМПАНИЯ ""ЧЕЛИК""",Малое предприятие,1077759692185,7729582818,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,23.0,63524,17857,0,77050,28518
510962,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОМПАНИЯ ""ЭЛИЗ-СТРОЙ""",Малое предприятие,1137746886287,7726730592,77 - г.Москва,,2016-01-08,Да,Нет,Нет,43.0,254937,142132,261985,106235,174763
510999,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОРПОРАЦИЯ ""БРИК ФИЛД ДИЗАЙН СТРОЙСЕРВИС""",Малое предприятие,1022601963999,2636036863,26 - Ставропольский край,г Ставрополь,2016-01-08,Нет,Нет,Нет,19.0,32301,24642,20344,15179,20809
511007,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОРПОРАЦИЯ ""СИБИНЖИНИРИНГ""",Среднее предприятие,1115476136313,5402544232,54 - Новосибирская область,г Новосибирск,2016-01-08,Да,Нет,Нет,3.0,692145,527516,524,71,0
511010,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОРПОРАЦИЯ ""СТРОЙБИЗНЕСГРУППА""",Малое предприятие,1115476133618,5408290827,54 - Новосибирская область,г Новосибирск,2016-01-08,Да,Нет,Нет,25.0,253186,329480,1103312,315599,1198204
511053,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛБК ""МИЧКО""",Малое предприятие,1027700459544,7701186148,77 - г.Москва,,2018-10-08,Да,Нет,Нет,84.0,490895,410969,361941,555097,150174
511061,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛИПЕЦКАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""СТРОЙГРУПП""",Малое предприятие,1164827069770,4824069294,48 - Липецкая область,г Липецк,2016-10-10,Нет,Нет,Нет,5.0,204339,196838,211220,83904,
511078,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МАСТЕР-С,Малое предприятие,1042401052869,2443023498,24 - Красноярский край,г Ачинск,2016-01-08,Нет,Нет,Нет,23.0,,61440,81564,99577,102739
511081,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МАТЕРИАЛЬНО-ТЕХНИЧЕСКОЕ ОБЕСПЕЧЕНИЕ ""БАШИНСНАБ""",Малое предприятие,1030203899604,274063059,02 - Республика Башкортостан,г Уфа,2016-01-08,Да,Нет,Нет,9.0,200977,286848,170639,111602,170619
511099,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МЕЖРЕГИОНАЛЬНАЯ ТОРГОВО-ПРОМЫШЛЕННАЯ КОМПАНИЯ ""МАШТЕХРЕСУРСЫ""",Малое предприятие,1020202873558,276037311,02 - Республика Башкортостан,г Уфа,2016-01-08,Нет,Нет,Нет,19.0,632,258,0,,
511104,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МЕНЗЕЛИНСКАЯ ПМК ""МЕЛИОРАЦИЯ+""",Малое предприятие,1131674003174,1628009825,16 - Республика Татарстан (Татарстан),г Мензелинск,2016-01-08,Нет,Нет,Нет,14.0,155015,202896,201425,218006,431036
511108,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МЖК ""ЦЕНТР""",Малое предприятие,1026301417427,6317011330,63 - Самарская область,г Самара,2016-01-08,Нет,Нет,Нет,41.0,40130,42775,234455,352820,317894
511109,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МЖК ""ЭНЕРГЕТИК. СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК""",Малое предприятие,1025401919597,5405221952,54 - Новосибирская область,г Новосибирск,2016-01-08,Нет,Нет,Нет,23.0,178634,130487,121929,119505,160294
511253,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МОБИЛЬНОЕ НАУЧНО - ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ""РОСТСПЕЦПРОМСТРОЙ""",Малое предприятие,1026104156363,6166017874,61 - Ростовская область,г Ростов-на-Дону,2016-01-08,Нет,Нет,Нет,23.0,35971,37412,36075,53894,57211
511254,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МОБИЛЬНОЕ ПРОЕКТНО-СТРОИТЕЛЬНОЕ ОБЪЕДИНЕНИЕ ""ШАХТОСПЕЦСТРОЙ""",Малое предприятие,1162366055125,2320240559,23 - Краснодарский край,г Сочи,2016-01-08,Да,Нет,Нет,27.0,42693,208,26994,65129,194396
511267,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МОНТАЖНО СТРОИТЕЛЬНАЯ КОМПАНИЯ ""АРТ ФАСАД""",Малое предприятие,1162724090803,2722081330,27 - Хабаровский край,г Хабаровск,2017-10-01,Нет,Нет,Нет,32.0,88778,171099,227050,308357,271577
511287,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МОНТАЖНО-СТРОИТЕЛЬНОЕ КОММЕРЧЕСКОЕ ОБЪЕДИНЕНИЕ ""ЦЕНТРОСТРОЙ""",Малое предприятие,1032700446261,2723031950,27 - Хабаровский край,г Хабаровск,2016-01-08,Нет,Нет,Нет,31.0,14578,317529,86608,0,
511314,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МС КОНСТРАКШН,Среднее предприятие,1181690060232,1658211429,16 - Республика Татарстан (Татарстан),г Казань,2018-10-08,Нет,Нет,Нет,147.0,896099,693612,557252,931195,591016
511323,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МСК ""ПАРИТЕТ""",Малое предприятие,1197746409882,7708353782,77 - г.Москва,,2019-10-07,Нет,Нет,Нет,26.0,49353,142719,123976,234492,223024
511341,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НАСЛЕДИЕ,Малое предприятие,1167746628060,7716828623,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,11.0,161566,141145,145362,158860,125867
511344,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НАУЧНО - ПРОИЗВОДСТВЕННАЯ ФИРМА ""ГТ ИНСПЕКТ""",Малое предприятие,1027800541504,7801003091,78 - г.Санкт-Петербург,,2016-01-08,Да,Нет,Нет,55.0,127936,134205,154477,85515,130947
511347,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НАУЧНО - ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ЭНЕРГОСЕРВИС""",Среднее предприятие,1026300842061,6313000240,63 - Самарская область,,2016-01-08,Нет,Нет,Нет,,,,,,
511380,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НАУЧНО-ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ ""ГЕОПОЛИМЕР""",Малое предприятие,1165190054831,5108003422,78 - г.Санкт-Петербург,,2016-01-08,Нет,Нет,Нет,22.0,66098,124446,261103,82451,244055
511383,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НАУЧНО-ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ ""ИНТЕРБИЗНЕС-55""",Малое предприятие,1082031003119,2014259624,20 - Чеченская Республика,г Грозный,2021-10-04,Нет,Нет,Нет,34.0,183810,418514,430802,1181011,1458015
511405,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НАУЧНО-ПРОИЗВОДСТВЕННАЯ ФИРМА ""ПРОМЕТЕЙ""",Малое предприятие,1054004065796,4028034984,40 - Калужская область,г Калуга,2016-01-08,Да,Нет,Нет,33.0,81390,47048,40796,51118,54127
511423,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ГЕОСТРОЙ""",Малое предприятие,1166196087750,6150092925,61 - Ростовская область,г Новочеркасск,2016-01-08,Нет,Нет,Нет,17.0,146127,148300,154593,181294,169927
511486,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НАУЧНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ""ИНТЕРРЕМСТРОЙ-М""",Малое предприятие,1027700083476,7710019697,77 - г.Москва,,2016-01-08,Да,Нет,Нет,36.0,150181,101333,192164,156728,190295
511494,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НАУЧНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ""СБС-СТРОЙ""",Малое предприятие,1020202866463,276073567,02 - Республика Башкортостан,г Уфа,2016-01-08,Да,Нет,Нет,15.0,203282,203282,180331,124810,125466
511526,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НАУЧНО-ТЕХНИЧЕСКАЯ ФИРМА ""СЕВАВТОТРАНС""",Малое предприятие,1023501255975,3528075673,35 - Вологодская область,г Череповец,2016-01-08,Да,Нет,Нет,76.0,652377,484378,191476,172722,297442
511548,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НЕРУДНАЯ КОМПАНИЯ ""ФЕНИКС""",Малое предприятие,1197746738298,9731058806,77 - г.Москва,,2020-10-01,Нет,Нет,Нет,3.0,10483,611377,559587,37443,178966
511573,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НОРДСТРОЙ,Малое предприятие,1168617061821,8611010920,86 - Ханты-Мансийский автономный округ - Югра,г Белоярский,2016-01-08,Нет,Нет,Нет,1.0,206313,282605,18290,33153,
511609,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НПФ ""ХОЛДИНГ НН""",Малое предприятие,1145258000931,5258113294,52 - Нижегородская область,г Нижний Новгород,2016-01-08,Нет,Нет,Нет,14.0,21293,266529,45357,16268,0
511619,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ОБЩЕСТРОИТЕЛЬНАЯ ФИРМА ""СТРОЙСПЕЦМОНТАЖ""",Среднее предприятие,1023001538933,3006006325,30 - Астраханская область,,2016-01-08,Да,Нет,Нет,69.0,55331,39976,63018,26908,40718
511671,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПЕРЕДВИЖНАЯ МЕХАНИЗИРОВАННАЯ КОЛОННА ""ИРАФСПЕЦСТРОЙ""",Малое предприятие,1222300002737,2312307337,23 - Краснодарский край,г Краснодар,2022-10-02,Нет,Нет,Нет,4.0,,,,136970,152312
511700,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПК ""ПРОММАШ-УРАЛ""",Малое предприятие,1105948000498,5948038050,59 - Пермский край,г Пермь,2016-01-08,Нет,Нет,Нет,5.0,63742,254836,239883,131844,
511708,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПК ""ТРАКТ""",Малое предприятие,1128901001294,8902014623,89 - Ямало-Ненецкий автономный округ,г Лабытнанги,2016-01-08,Нет,Нет,Нет,18.0,143105,210793,101738,131766,241965
511721,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПКФ ""БАЗИС""",Малое предприятие,1167456070451,7448190734,74 - Челябинская область,г Челябинск,2016-01-08,Да,Нет,Нет,50.0,355162,331432,422978,390128,418224
511732,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПКФ ""ЖИЛСЕРВИС""",Малое предприятие,1080250000852,250012591,02 - Республика Башкортостан,,2016-01-08,Да,Нет,Нет,50.0,34935,52611,37622,63988,94298
511734,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПКФ ""КАДОРО""",Малое предприятие,1186313009156,6316241772,63 - Самарская область,г Новокуйбышевск,2018-10-03,Нет,Нет,Нет,26.0,144786,62482,406389,742610,863841
511790,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПМК ""СТРОЙ-ТЕХ""",Малое предприятие,1161690172665,1655375919,16 - Республика Татарстан (Татарстан),г Казань,2016-10-12,Нет,Нет,Нет,1.0,406346,304497,17388,174581,
511812,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПО МОНТАЖУ И НАЛАДКЕ РАДИАЦИОННОЙ ТЕХНИКИ  ""КВАНТ""",Среднее предприятие,1022402299831,2464016822,24 - Красноярский край,г Красноярск,2016-01-08,Да,Нет,Нет,84.0,299775,313731,345220,170701,108514
511819,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПОДРЯДНАЯ ОРГАНИЗАЦИЯ ""КОМФОРТНОЕ ЖИЛЬЕ""",Среднее предприятие,1181690084311,1650370385,16 - Республика Татарстан (Татарстан),г Набережные Челны,2018-10-11,Нет,Нет,Нет,158.0,404223,741082,827294,886789,859901
511845,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРЕДПРИЯТИЕ ""ПРОМЕТЕЙ""",Малое предприятие,1044637037818,4632047770,46 - Курская область,г Курск,2016-01-08,Да,Нет,Нет,42.0,94687,82021,137192,99743,67029
511852,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРЕДПРИЯТИЕ ""ТЕПЛО И СИЛА""",Малое предприятие,1032307160490,2312047745,23 - Краснодарский край,г Краснодар,2016-01-08,Нет,Нет,Нет,33.0,121971,93861,86341,123289,116671
511856,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРЕДПРИЯТИЕ ""ЭЛЕКТРОХИМЗАЩИТА""",Малое предприятие,1030203909560,274042965,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,32.0,94582,80490,51646,75904,100874
511886,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОЕКТНО СТРОИТЕЛЬНАЯ КОМПАНИЯ ""СВЯЗЬПРОЕКТСЕРВИС""",Малое предприятие,1045402525618,5406294858,54 - Новосибирская область,г Новосибирск,2016-01-08,Нет,Нет,Нет,29.0,333162,102180,102710,66504,76104
511907,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОЕКТНО-ПРОИЗВОДСТВЕННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""АСКА""",Малое предприятие,1085035001226,5035037836,50 - Московская область,,2016-01-08,Нет,Нет,Нет,21.0,71058,57349,61551,49265,32081
511910,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОЕКТНО-ПРОМЫШЛЕННОЕ СТРОИТЕЛЬНОЕ ОБЪЕДИНЕНИЕ ""ИСТОК""",Малое предприятие,1022305003247,2357000909,23 - Краснодарский край,,2016-01-08,Нет,Нет,Нет,25.0,14066,26469,21016,31543,29045
511925,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОЕКТНО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""АНАЛИТИКА""",Малое предприятие,1120280037404,276142789,02 - Республика Башкортостан,г Уфа,2016-01-08,Да,Нет,Нет,34.0,216320,310019,390525,358726,585399
