№ п/п,Наименование / ФИО,Категория,ОГРН,ИНН,Регион,Город,Дата включения в реестр,Наличие лицензий,"Наличие заключенных договоров, контрактов","Производство инновационной, высокотехнологичной продукции",Среднесписочная численность работников за предшествующий календарный год,gainSum2019,gainSum2020,gainSum2021,gainSum2022,gainSum2023
375515,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК СЕВЕРО-ЗАПАД""",Малое предприятие,1174704007136,4703150134,47 - Ленинградская область,г Всеволожск,2017-10-07,Нет,Нет,Нет,113.0,87130,142780,281173,387449,137064
375526,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК СЕЛЕКТ""",Малое предприятие,1127325001627,7325111965,73 - Ульяновская область,г Ульяновск,2016-01-08,Нет,Нет,Нет,21.0,106042,340242,373886,109136,148248
375544,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК СЕТЬ ЭНЕРГО""",Малое предприятие,1117847139398,7816511041,78 - г.Санкт-Петербург,,2017-10-08,Нет,Нет,Нет,13.0,472932,224650,352894,473504,419499
375571,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК СИБСТРОЙ""",Малое предприятие,1093123018108,3123206896,31 - Белгородская область,г Белгород,2016-01-08,Да,Нет,Нет,22.0,230546,135709,275298,274564,317943
375590,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК СИНЕРГИЯ""",Малое предприятие,1155958100770,5904322427,59 - Пермский край,г Пермь,2016-01-08,Нет,Нет,Нет,72.0,146501,107797,92119,134048,197152
375609,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК СИСТЕМА""",Среднее предприятие,1137746351918,7727803780,50 - Московская область,г Люберцы,2016-01-08,Нет,Нет,Нет,118.0,1433079,1716768,1673322,1413499,1990170
375614,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК СИСТЕМА""""",Малое предприятие,1187746900087,7728450872,77 - г.Москва,,2020-10-09,Нет,Нет,Нет,7.0,,186679,258095,188663,165934
375629,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК СИТИАЛЬП""",Малое предприятие,1177746980003,7726411645,77 - г.Москва,,2017-10-10,Нет,Нет,Нет,13.0,45310,179268,221131,311471,203470
375640,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК СКИПИНЖ""",Малое предприятие,1157746804687,9715214092,77 - г.Москва,,2017-10-08,Нет,Нет,Нет,24.0,54060,69360,53800,95038,72678
375724,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК СПЕКТР""",Малое предприятие,1187746537197,9718104242,77 - г.Москва,,2018-10-07,Нет,Нет,Нет,9.0,98720,250031,429269,393407,364698
375761,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК СПЕЦСТРОЙ""",Малое предприятие,1190327000434,326565398,03 - Республика Бурятия,г Улан-Удэ,2019-10-02,Нет,Нет,Нет,7.0,256667,262569,0,51570,1176867
375769,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК СПЕЦСТРОЙАВТО""",Малое предприятие,1133528009966,3528206654,78 - г.Санкт-Петербург,,2016-01-08,Да,Нет,Нет,28.0,54320,217128,119683,240987,292455
375770,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК СПЕЦСТРОЙАЛЬЯНС""",Малое предприятие,1147746601298,7709955148,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,12.0,264842,247039,567473,328636,541449
375904,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК СТРОЙ ДОМ""",Малое предприятие,1144727000010,4727001318,47 - Ленинградская область,г Кириши,2016-01-08,Да,Нет,Нет,68.0,85151,132268,203838,185052,346589
375924,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК СТРОЙ СПЕЦ ОТРЯД""",Малое предприятие,1223900009211,3906415874,39 - Калининградская область,г Калининград,2022-10-09,Нет,Нет,Нет,1.0,,,,,367181
375940,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК СТРОЙ-МОНОЛИТ""",Малое предприятие,1147746860766,7734729664,77 - г.Москва,,2021-10-07,Нет,Нет,Нет,,4785082,163418,30842,0,
376029,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК СТРОЙДОМ""",Малое предприятие,1125038010943,5038093765,50 - Московская область,,2023-10-01,Нет,Нет,Нет,27.0,203118,61369,16162,85801,107464
376036,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК СТРОЙДОР""",Среднее предприятие,1154910001674,4909122726,77 - г.Москва,,2021-10-07,Нет,Нет,Нет,14.0,1954638,1095915,373192,,
376048,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК СТРОЙИНВЕСТ""",Малое предприятие,1197746055308,7722471330,77 - г.Москва,,2019-10-03,Да,Нет,Нет,8.0,573682,796978,967051,393881,0
376118,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК СТРОЙМОНТАЖ""",Малое предприятие,1145003000075,5003108315,50 - Московская область,г Видное,2016-01-08,Да,Нет,Нет,20.0,151906,82978,309490,509717,551008
376138,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК СТРОЙПРОЕКТ""",Малое предприятие,1187746788448,7733330362,50 - Московская область,г Химки,2018-10-10,Нет,Нет,Нет,20.0,725139,746134,293857,128129,20122
376175,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК СТРОЙСЕТЬ""",Малое предприятие,1192375002885,2310211809,23 - Краснодарский край,г Краснодар,2019-10-02,Нет,Нет,Нет,23.0,71200,198698,172522,114122,
376200,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК СТРОЙТЕХМАГ""",Малое предприятие,1177456004164,7455028588,74 - Челябинская область,г Магнитогорск,2017-10-02,Нет,Нет,Нет,50.0,61370,112469,193302,111309,72787
376281,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ТВЕРЬКАПСТРОЙ""",Малое предприятие,1136952006839,6949010596,69 - Тверская область,г Тверь,2016-01-08,Нет,Нет,Нет,16.0,194836,498254,272321,40498,2292
376299,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ТЕПЛО""",Малое предприятие,1037700049617,7702230015,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,23.0,49465,77139,42399,51286,60370
376316,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ТЕРРАСТРОЙ""",Малое предприятие,1102721003835,2721176406,27 - Хабаровский край,г Хабаровск,2016-01-08,Нет,Нет,Нет,5.0,180987,28179,153492,88714,3560
376344,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ТЕХНОСТРОЙ""",Малое предприятие,1224800003405,4826153512,48 - Липецкая область,г Липецк,2022-10-03,Нет,Нет,Нет,34.0,,,,98511,184965
376394,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ТОННЕЛЬ""",Малое предприятие,1157746717611,7720311482,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,8.0,91983,142115,177979,233848,330306
376415,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ТРАСТ""",Малое предприятие,1217600009131,7604376464,77 - г.Москва,,2021-10-06,Нет,Нет,Нет,6.0,,,200842,70533,0
376426,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ТРЕСТ""",Малое предприятие,1145249000819,5249132149,52 - Нижегородская область,г Дзержинск,2016-01-08,Нет,Нет,Нет,17.0,20644,71175,66545,63997,95473
376450,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ТРИУМФ""",Малое предприятие,1156234010899,6230090867,62 - Рязанская область,г Рязань,2016-01-08,Нет,Нет,Нет,44.0,37148,32770,18567,30843,52279
376506,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК УРАЛЕВРОСТИЛЬ""",Малое предприятие,1126686020262,6686016789,66 - Свердловская область,г Екатеринбург,2016-01-08,Нет,Нет,Нет,18.0,261744,154765,280707,188494,239996
376675,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ФОРТ""",Малое предприятие,1167847131066,7810430974,78 - г.Санкт-Петербург,,2016-01-08,Да,Нет,Нет,18.0,53378,34516,201659,43010,111358
376714,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ЦАХУР""",Малое предприятие,1163702055263,3702131659,37 - Ивановская область,г Иваново,2016-01-08,Нет,Нет,Нет,27.0,1980,42910,36500,45327,53904
376763,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ЩИТ""",Малое предприятие,1183926017329,3906369829,39 - Калининградская область,г Калининград,2018-10-07,Да,Нет,Нет,4.0,94221,106474,107762,186370,170489
376858,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ЭЛИТ""",Малое предприятие,1177746126810,7720369563,77 - г.Москва,,2017-10-02,Да,Нет,Нет,14.0,83918,137910,184350,161388,352842
376870,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ЭЛИТСТРОЙМОНТАЖ""",Малое предприятие,1176313062540,6311173590,63 - Самарская область,г Самара,2017-10-08,Да,Нет,Нет,18.0,215867,176083,71245,125508,141583
376876,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ЭЛЬБРУС""",Малое предприятие,1145018002612,5018163887,50 - Московская область,г Королёв,2016-01-08,Нет,Нет,Нет,1.0,99632,66668,,0,
376893,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ЭНЕРГИЯ""",Малое предприятие,1123926058740,3906275698,39 - Калининградская область,г Калининград,2016-01-08,Нет,Нет,Нет,5.0,141976,39209,8752,0,
376908,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ЭНЕРГОСТРОЙ""",Малое предприятие,1167746506949,9718009648,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,37.0,127493,123452,76582,405314,35117
376911,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ЭНЕРГОСТРОЙГРУПП""",Малое предприятие,1134025000768,4025435554,40 - Калужская область,г Обнинск,2016-01-08,Нет,Нет,Нет,5.0,208764,94890,13449,28141,13176
376913,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ЭНЕРГОСТРОЙМОНТАЖ""",Малое предприятие,1205700002782,5751064776,57 - Орловская область,г Орёл,2020-10-06,Нет,Нет,Нет,37.0,,41853,178998,135174,232927
376916,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ЭНЕРГОТЕХСТРОЙ""",Среднее предприятие,1117847184300,7841444504,78 - г.Санкт-Петербург,,2016-01-08,Нет,Нет,Нет,142.0,422563,762323,1119063,1007331,1117169
376920,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ЭНИКО""",Малое предприятие,1176196027590,6166105190,61 - Ростовская область,г Ростов-на-Дону,2020-10-09,Нет,Нет,Нет,6.0,63905,81844,67952,417,19197
376984,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ЮНИСТРОЙ""",Малое предприятие,1155050002470,5050117839,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,26.0,90048,140661,67173,117332,126044
376994,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ЮСП""",Среднее предприятие,1157746963747,7714359415,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,16.0,971540,1811146,877577,109603,
377045,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК-29""",Малое предприятие,1162901064040,2904028684,29 - Архангельская область,г Котлас,2016-10-11,Нет,Нет,Нет,11.0,102843,179988,3543,192113,150637
377055,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК-55""",Малое предприятие,1127746131600,7722769415,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,49.0,260256,584867,616349,451097,279467
377132,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК-АНТИКОР""",Малое предприятие,1186658044924,6623127239,72 - Тюменская область,г Тюмень,2018-10-07,Да,Нет,Нет,27.0,9670,95931,48544,50466,37548
377150,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК-АТЛАНТ""",Малое предприятие,1163443080888,3444261634,34 - Волгоградская область,г Волгоград,2016-10-12,Нет,Нет,Нет,30.0,37852,31188,68396,51644,83178
377153,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК-АТОМ ЭНЕРГО СТРОЙ""",Малое предприятие,1157456004067,7424001716,92 - г.Севастополь,,2016-01-08,Да,Нет,Нет,29.0,18231,48405,91586,24513,84756
377170,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК-БАСТИОН""",Малое предприятие,1101901004237,1901097423,19 - Республика Хакасия,г Абакан,2016-01-08,Нет,Нет,Нет,34.0,168683,257837,193170,239130,220711
377171,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК-БЕЛПРОМСТРОЙ""",Малое предприятие,1182375099367,2368011187,23 - Краснодарский край,г Белореченск,2018-10-12,Нет,Нет,Нет,27.0,68446,29723,383766,321821,207129
377250,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК-ГРАНД""",Малое предприятие,1227700576840,7708409097,77 - г.Москва,,2022-10-10,Нет,Нет,Нет,19.0,,,,16985,12516249
377284,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК-ДЕВЕЛОПМЕНТ""",Малое предприятие,1227200001599,7203532780,72 - Тюменская область,г Тюмень,2022-10-03,Нет,Нет,Нет,1.0,,,,187706,249819
377330,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК-ИНВЕСТ""",Малое предприятие,1125476135762,5403340440,54 - Новосибирская область,г Новосибирск,2016-01-08,Нет,Нет,Нет,26.0,40877,18424,35028,50901,70926
377335,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК-ИНДУСТРИЯ""",Малое предприятие,1127747275809,7704824504,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,12.0,137406,103338,430322,383046,150466
377338,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК-ИНЖИНИРИНГ""",Малое предприятие,1187627029963,7602145447,76 - Ярославская область,г Ярославль,2018-10-11,Нет,Нет,Нет,16.0,249385,429920,124504,87124,99592
377437,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК-ЛИДЕР""",Среднее предприятие,1105905004347,5905279647,59 - Пермский край,г Пермь,2016-01-08,Да,Нет,Нет,167.0,1542008,770145,717936,1260565,1371704
