№ п/п,Наименование / ФИО,Категория,ОГРН,ИНН,Регион,Город,Дата включения в реестр,Наличие лицензий,"Наличие заключенных договоров, контрактов","Производство инновационной, высокотехнологичной продукции",Среднесписочная численность работников за предшествующий календарный год,id
412855,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-МОНТАЖНОЕ УПРАВЛЕНИЕ №4 КПД""",Малое предприятие,1135543053744,5501253717,55 - Омская область,г Омск,2016-01-08,Нет,Нет,Нет,14.0,8182211
412946,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-МОНТАЖНОЕ УПРАВЛЕНИЕ-107""",Малое предприятие,1166027055908,6027171452,60 - Псковская область,г Псков,2016-01-08,Нет,Нет,Нет,1.0,9801594
412953,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-МОНТАЖНОЕ УПРАВЛЕНИЕ-12""",Малое предприятие,1134345019126,4345364782,43 - Кировская область,г Киров,2016-01-08,Нет,Нет,Нет,27.0,8062587
412954,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-МОНТАЖНОЕ УПРАВЛЕНИЕ-12""",Малое предприятие,1035006125164,5031036119,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,29.0,4075832
412967,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-МОНТАЖНОЕ УПРАВЛЕНИЕ-15""",Малое предприятие,1215000042047,5029262329,50 - Московская область,г Мытищи,2021-10-05,Нет,Нет,Нет,103.0,11576873
413032,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-МОНТАЖНОЕ УПРАВЛЕНИЕ-38""",Малое предприятие,1080105001921,105055159,01 - Республика Адыгея (Адыгея),г Майкоп,2016-01-08,Нет,Нет,Нет,41.0,639599
413035,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-МОНТАЖНОЕ УПРАВЛЕНИЕ-4""",Среднее предприятие,1136194001206,6168063788,61 - Ростовская область,г Ростов-на-Дону,2022-10-07,Нет,Нет,Нет,140.0,7779471
413040,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-МОНТАЖНОЕ УПРАВЛЕНИЕ-4""",Малое предприятие,1155543033689,5507112085,55 - Омская область,г Омск,2016-01-08,Нет,Нет,Нет,9.0,9396350
413046,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-МОНТАЖНОЕ УПРАВЛЕНИЕ-4""",Малое предприятие,1182375016713,2310205932,23 - Краснодарский край,г Краснодар,2018-10-04,Нет,Нет,Нет,0.0,10568066
413050,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-МОНТАЖНОЕ УПРАВЛЕНИЕ-424""",Малое предприятие,1160280074558,274914454,02 - Республика Башкортостан,г Уфа,2016-01-08,Нет,Нет,Нет,14.0,9704450
413069,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-МОНТАЖНОЕ УПРАВЛЕНИЕ-55""",Малое предприятие,1040502629254,562058873,77 - г.Москва,,2018-10-08,Нет,Нет,Нет,25.0,316897
413090,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-МОНТАЖНОЕ УПРАВЛЕНИЕ-7""",Малое предприятие,1135261001710,5261085840,52 - Нижегородская область,г Нижний Новгород,2016-01-08,Нет,Нет,Нет,61.0,7914513
413106,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-МОНТАЖНОЕ УПРАВЛЕНИЕ-78""",Малое предприятие,1162375021093,2310192916,23 - Краснодарский край,г Краснодар,2016-01-08,Нет,Нет,Нет,7.0,9793148
413119,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-МОНТАЖНОЕ УПРАВЛЕНИЕ-9""",Малое предприятие,1123926031459,3906265570,39 - Калининградская область,г Калининград,2016-01-08,Нет,Нет,Нет,19.0,1562730
413141,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-МОНТАЖНОЕ УПРАВЛЕНИЕ""",Малое предприятие,1031616036539,1650103580,16 - Республика Татарстан (Татарстан),г Набережные Челны,2016-01-08,Нет,Нет,Нет,28.0,2371180
413145,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-МОНТАЖНОЕ УПРАВЛЕНИЕ""",Среднее предприятие,1036600104474,6603016160,66 - Свердловская область,г Асбест,2016-01-08,Нет,Нет,Нет,117.0,1643241
413170,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-МОНТАЖНОЕ УПРАВЛЕНИЕ""",Малое предприятие,1147746543230,7709954112,77 - г.Москва,г. Московский,2016-01-08,Да,Нет,Нет,3.0,8532611
413178,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-МОНТАЖНОЕ ЭЛЕКТРОТЕХНИЧЕСКОЕ УПРАВЛЕНИЕ""",Малое предприятие,1154029000840,4029052464,40 - Калужская область,г Калуга,2016-01-08,Нет,Нет,Нет,45.0,9214479
413211,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-МОНТАЖНЫЙ ПОЕЗД - 2000""",Малое предприятие,1156658097067,6658479922,66 - Свердловская область,г Екатеринбург,2016-01-08,Нет,Нет,Нет,23.0,9535562
413212,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-МОНТАЖНЫЙ ПОЕЗД - 377""",Малое предприятие,1156451032649,6453144530,64 - Саратовская область,г Саратов,2016-01-08,Да,Нет,Нет,11.0,9575852
413230,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-МОНТАЖНЫЙ ПОЕЗД №398""",Среднее предприятие,1020300972504,323087908,03 - Республика Бурятия,г Улан-Удэ,2017-10-01,Да,Нет,Нет,193.0,6698394
413240,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-МОНТАЖНЫЙ ПОЕЗД-324""",Малое предприятие,1061511017974,1511014929,15 - Республика Северная Осетия - Алания,г Владикавказ,2021-10-07,Нет,Нет,Нет,4.0,3713709
413242,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-МОНТАЖНЫЙ ПОЕЗД-804""",Малое предприятие,1187847210605,7813616374,78 - г.Санкт-Петербург,,2018-10-08,Да,Нет,Нет,35.0,10749008
413259,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-МОНТАЖНЫЙ ТРЕСТ № 6""",Малое предприятие,1035900077795,5902191761,59 - Пермский край,г Пермь,2016-01-08,Нет,Нет,Нет,18.0,4544205
413292,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-МОНТАЖНЫЙ ЦЕНТР ""ВЕГА""",Малое предприятие,1037851044912,7826664294,47 - Ленинградская область,г Кировск,2016-01-08,Нет,Нет,Нет,17.0,6345739
413312,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-ОТДЕЛОЧНАЯ ФИРМА""",Малое предприятие,1036405020288,6450068666,64 - Саратовская область,г Саратов,2016-01-08,Нет,Нет,Нет,25.0,1784033
413359,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-ПРОИЗВОДСТВЕННАЯ ДИРЕКЦИЯ АКЦИОНЕРНОГО ОБЩЕСТВА ""АЛТАЙСТРОЙ""",Малое предприятие,1022201524730,2224001149,22 - Алтайский край,г Барнаул,2016-01-08,Да,Нет,Нет,62.0,5176571
413401,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ ""СИБЦЕНТРОСТРОЙ""",Малое предприятие,1045507007446,5504090122,55 - Омская область,,2016-01-08,Да,Нет,Нет,76.0,4099120
413437,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ ГРАНДХАУС""",Малое предприятие,1155260006802,5260409997,52 - Нижегородская область,г Нижний Новгород,2016-01-08,Нет,Нет,Нет,18.0,9233157
413541,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-ПРОМЫШЛЕННАЯ КОМПАНИЯ ""РЕМГРАЖДАНРЕКОНСТРУКЦИЯ""",Малое предприятие,1021500577262,1501024526,15 - Республика Северная Осетия - Алания,г Владикавказ,2019-10-08,Да,Нет,Нет,70.0,6750087
413554,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-ПРОМЫШЛЕННАЯ КОМПАНИЯ""",Малое предприятие,1024001429693,4029017572,40 - Калужская область,г Калуга,2016-01-08,Да,Нет,Нет,21.0,5700990
413602,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-РЕМОНТНАЯ КОМПАНИЯ""",Малое предприятие,1042401501262,2457056912,24 - Красноярский край,г Норильск,2022-10-07,Нет,Нет,Нет,21.0,4372965
413640,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-СЕРВИСНАЯ ФИРМА ""УНИВЕРСАЛЬ""",Малое предприятие,1091690025822,1657085027,16 - Республика Татарстан (Татарстан),г Казань,2016-01-08,Да,Нет,Нет,78.0,4302464
413809,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-ТОРГОВАЯ КОМПАНИЯ""",Малое предприятие,1038600306447,8615011812,86 - Ханты-Мансийский автономный округ - Югра,г Советский,2016-01-08,Нет,Нет,Нет,11.0,6291693
413859,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-ТРАНСПОРТНАЯ КОМПАНИЯ ""СОДРУЖЕСТВО""",Малое предприятие,1155958125168,5911074951,59 - Пермский край,г Березники,2016-01-08,Нет,Нет,Нет,20.0,9553240
413872,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-ТРАНСПОРТНАЯ КОМПАНИЯ ИНТЭК""",Малое предприятие,1164704067307,4707039419,47 - Ленинградская область,г Кингисепп,2017-10-01,Нет,Нет,Нет,11.0,10040260
413902,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-ТРАНСПОРТНАЯ ФИРМА ""АХИЛЛЕС""",Малое предприятие,1165543050045,5507122171,55 - Омская область,г Омск,2016-01-08,Нет,Нет,Нет,23.0,9579578
413918,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНО-ФИНАНСОВАЯ КОМПАНИЯ СУРГУТГАЗСТРОЙ""",Малое предприятие,1028600580788,8602105076,86 - Ханты-Мансийский автономный округ - Югра,г Сургут,2016-01-08,Нет,Нет,Нет,8.0,3894475
413940,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ  УПРАВЛЕНИЕ 22""",Малое предприятие,1144707000624,4707036496,77 - г.Москва,,2023-10-01,Да,Нет,Нет,64.0,8565834
413957,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ ДЕЛО-СГ""",Малое предприятие,1027810306920,7826005559,78 - г.Санкт-Петербург,,2016-01-08,Да,Нет,Нет,16.0,3966533
413995,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ МОНТАЖНОЕ ПРЕДПРИЯТИЕ №1""",Малое предприятие,1166952070449,6949108778,69 - Тверская область,г Конаково,2016-10-11,Нет,Нет,Нет,31.0,9953348
414012,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ МОНТАЖНОЕ УПРАВЛЕНИЕ - 7 АКАДЕМ""",Малое предприятие,1105476016140,5408280177,54 - Новосибирская область,г Новосибирск,2016-01-08,Нет,Нет,Нет,30.0,1709421
414020,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ МОНТАЖНОЕ УПРАВЛЕНИЕ ""ВОЛОГДАГРАЖДАНСТРОЙ""",Малое предприятие,5157746113729,7718287056,35 - Вологодская область,г Вологда,2016-01-08,Нет,Нет,Нет,65.0,9531032
414022,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ МОНТАЖНОЕ УПРАВЛЕНИЕ ""ЧЕЛЯБСТРОЙ""",Малое предприятие,1197456039472,7451445189,74 - Челябинская область,г Челябинск,2019-10-10,Нет,Нет,Нет,3.0,11130016
414074,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ МОНТАЖНОЕ УПРАВЛЕНИЕ-216""",Малое предприятие,1166027053422,6027169693,60 - Псковская область,г Псков,2016-01-08,Нет,Нет,Нет,0.0,9700556
414078,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ МОНТАЖНОЕ УПРАВЛЕНИЕ-48""",Малое предприятие,1124823014997,4823055595,48 - Липецкая область,г Липецк,2018-10-08,Нет,Нет,Нет,67.0,7404677
414170,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ ПРЕДПРИЯТИЕ МАСТЕР""",Малое предприятие,1172724006575,2723193397,27 - Хабаровский край,г Хабаровск,2017-10-04,Да,Нет,Нет,18.0,10136729
414218,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ ТРАНСПОРТНОЕ ПРЕДПРИЯТИЕ СОЮЗ""",Малое предприятие,1047405501230,7411019138,74 - Челябинская область,г Копейск,2016-01-08,Нет,Нет,Нет,18.0,1325796
414227,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ - 1""",Малое предприятие,1172536020095,2503033704,25 - Приморский край,г Артем,2017-10-07,Да,Нет,Нет,12.0,10248202
414253,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ - 3""",Малое предприятие,1156313038298,6316211200,63 - Самарская область,г Самара,2016-01-08,Нет,Нет,Нет,32.0,9341621
414257,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ - 33""",Малое предприятие,1057747117559,7719555460,77 - г.Москва,,2017-10-08,Да,Нет,Нет,47.0,4590839
414292,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ - №18""",Малое предприятие,1187746137149,9729255885,77 - г.Москва,,2018-10-03,Нет,Нет,Нет,35.0,10540421
414295,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ -11""",Малое предприятие,1022101152127,2128035949,21 - Чувашская Республика - Чувашия,г Чебоксары,2016-01-08,Нет,Нет,Нет,16.0,5347171
414300,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ -3""",Малое предприятие,1036300770131,6318129511,63 - Самарская область,г Самара,2016-01-08,Нет,Нет,Нет,4.0,6051392
414305,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ -5""",Малое предприятие,1140280017492,277135216,02 - Республика Башкортостан,г Уфа,2016-01-08,Нет,Нет,Нет,21.0,8440779
414307,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ -7""",Малое предприятие,1180400001231,400008100,22 - Алтайский край,г Барнаул,2018-10-05,Нет,Нет,Нет,31.0,10669400
414325,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ ""ДЖОСЕР""",Малое предприятие,1101832003173,1832083988,18 - Удмуртская Республика,,2016-01-08,Нет,Нет,Нет,0.0,1588998
414328,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ ""ИЛЬИНСКОЕ""",Среднее предприятие,1187746999879,9721072953,77 - г.Москва,,2023-10-07,Нет,Нет,Нет,42.0,10873357
414343,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ ""СПЕЦСТРОЙ""",Малое предприятие,1162130057055,2130171280,21 - Чувашская Республика - Чувашия,г Чебоксары,2016-01-08,Нет,Нет,Нет,37.0,9737034
414356,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ ""ТЕРРИТОРИЯ""",Малое предприятие,1177746619753,7727322451,77 - г.Москва,,2017-10-07,Нет,Нет,Нет,18.0,10275311
414371,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ 107""",Малое предприятие,1112723006582,2723143639,27 - Хабаровский край,г Хабаровск,2016-01-08,Да,Нет,Нет,3.0,2170709
414376,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ 117""",Малое предприятие,1152537000604,2537112714,25 - Приморский край,г Владивосток,2016-01-08,Нет,Нет,Нет,10.0,9064700
414398,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ 208""",Малое предприятие,1122468026680,2463237410,24 - Красноярский край,г Красноярск,2016-01-08,Нет,Нет,Нет,14.0,914331
414404,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ 214""",Малое предприятие,1145658023720,5610162795,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,28.0,8633150
414441,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ 71""",Малое предприятие,1027103273559,7122006490,71 - Тульская область,г Белев,2016-01-08,Да,Нет,Нет,24.0,7037528
414454,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ 9""",Малое предприятие,1151902000612,1902026672,19 - Республика Хакасия,г Саяногорск,2016-01-08,Нет,Нет,Нет,3.0,9323666
414479,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ МЕХАНИЗАЦИИ""",Малое предприятие,1183668026530,3665150019,36 - Воронежская область,г Воронеж,2018-10-08,Нет,Нет,Нет,5.0,10732036
414517,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ № 1""",Малое предприятие,1116226001286,6226011206,62 - Рязанская область,г Касимов,2016-01-08,Нет,Нет,Нет,55.0,2149225
414528,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ № 14""",Малое предприятие,1158602003504,8602256501,86 - Ханты-Мансийский автономный округ - Югра,,2023-10-02,Да,Нет,Нет,3.0,9189505
414535,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ № 2""",Малое предприятие,1082468002638,2464204791,24 - Красноярский край,г Красноярск,2016-01-08,Нет,Нет,Нет,25.0,16235
414579,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ № 8""",Малое предприятие,1200200028533,255022579,02 - Республика Башкортостан,г Белебей,2020-10-06,Нет,Нет,Нет,12.0,11323466
414583,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ № 9""",Малое предприятие,1180280039356,275915355,02 - Республика Башкортостан,г Уфа,2018-10-08,Нет,Нет,Нет,65.0,10729745
414620,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ №2""",Малое предприятие,1037102720929,7111025998,71 - Тульская область,г Алексин,2016-01-08,Да,Нет,Нет,18.0,6234522
414633,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ №3""",Малое предприятие,1030800754313,814134324,08 - Республика Калмыкия,г Элиста,2016-01-08,Нет,Нет,Нет,46.0,5539479
414636,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ №35""",Малое предприятие,1082130015220,2130048293,21 - Чувашская Республика - Чувашия,г Чебоксары,2016-01-08,Нет,Нет,Нет,88.0,5737798
414637,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ №363""",Малое предприятие,1037739529960,7725093478,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,9.0,5311018
414646,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ №44""",Малое предприятие,1132130004050,2130117324,21 - Чувашская Республика - Чувашия,г Чебоксары,2016-01-08,Нет,Нет,Нет,84.0,7805037
414660,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ №6""",Малое предприятие,1087444002470,7444058510,74 - Челябинская область,г Магнитогорск,2016-01-08,Нет,Нет,Нет,2.0,1592756
414670,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ №7""",Малое предприятие,1065638051148,5638030598,56 - Оренбургская область,г Оренбург,2016-01-08,Да,Нет,Нет,39.0,2494890
414677,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ №8""",Малое предприятие,1175958033030,5902044781,59 - Пермский край,г Пермь,2017-10-09,Нет,Нет,Нет,0.0,10334182
414690,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ- 3""",Малое предприятие,1130411004723,411166500,22 - Алтайский край,г Барнаул,2021-10-07,Нет,Нет,Нет,1.0,8093181
414693,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ-1 ""СТОУН""",Малое предприятие,1044702184020,4720020569,78 - г.Санкт-Петербург,,2016-01-08,Нет,Нет,Нет,5.0,3485563
414714,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ-101""",Малое предприятие,1096382000142,6345019099,63 - Самарская область,г Жигулевск,2016-01-08,Нет,Нет,Нет,4.0,3513255
414729,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ-14""",Малое предприятие,1175476099864,5402036285,54 - Новосибирская область,г Новосибирск,2017-10-10,Нет,Нет,Нет,22.0,10373393
414732,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ-15 ""ЮГСТРОЙИНВЕСТ""",Малое предприятие,1152651023172,2635213132,26 - Ставропольский край,г Ставрополь,2016-01-08,Нет,Нет,Нет,0.0,9409324
